account_id,trade_count,reward_count,log_trade,log_reward,residual,upper_bound,lower_bound,user_type
A_dae7cf0dd9,194,0.0,5.272999558563747,0.0,-0.8965169736602919,1.5145481860784489,0.278485761242135,Heavy Trader
A_dcd87c6c96,242,4.0,5.493061443340548,1.6094379124341003,0.672676856227606,1.5547922686246514,0.31872984378833735,Reward Hunter
A_e27beda014,752,3.0,6.6240652277998935,1.3862943611198906,0.24269962397853506,1.7616259495595123,0.5255635247231986,Normal
A_e7205c325a,231,4.0,5.44673737166631,1.6094379124341003,0.6811484266961816,1.5463206981560758,0.31025827331976175,Reward Hunter
A_e8e9d04acc,1062,2.0,6.968850378341948,1.0986122886681098,-0.10803544864723125,1.824678949733498,0.5886165248971841,Normal
A_e95b2c5030,70,0.0,4.2626798770413155,0.0,-0.7117535435802463,1.3297847559984033,0.09372233116208939,Heavy Trader
A_ebdb869fd3,1169,3.0,7.064759027791802,1.3862943611198906,0.16210721388233829,1.8422183596557091,0.6061559348193953,Normal
A_ef035876f1,581,0.0,6.366470447731438,0.0,-1.0964867811086232,1.7145179935267802,0.47845556869046624,Heavy Trader
A_f2ab53d645,2924,7.0,7.981049759665957,2.0794415416798357,0.6876866219165481,2.0097861321814445,0.7737237073451307,Reward Hunter
A_f96ede8d34,802,22.0,6.688354713946762,3.1354942159291497,1.9801424614834497,1.7733829668638568,0.537320542027543,Reward Hunter
